830, 697, 1079, 697, 1079, 1003, 830, 1003, 0.99298292, 76194, 861.9019973362144, 713.4588475141209, 925.7059920086431, 713.4588475141209, 925.7059920086431, 729.9176950282417, 861.9019973362144, 729.9176950282417, 0.948906, 3.8765773009129676, 1050.1402191052848, 0
830, 697, 1079, 697, 1079, 1003, 830, 1003, 0.99298292, 76194, 954.5, 713.4588475141209, 1018.3039946724288, 713.4588475141209, 1018.3039946724288, 729.9176950282417, 954.5, 729.9176950282417, 0.948906, 3.8765773009129676, 1050.1402191052848, 0
830, 697, 1079, 697, 1079, 1003, 830, 1003, 0.99298292, 76194, 954.5, 744.0588475141209, 1018.3039946724288, 744.0588475141209, 1018.3039946724288, 760.5176950282417, 954.5, 760.5176950282417, 0.948906, 3.8765773009129676, 1050.1402191052848, 0
830, 697, 1079, 697, 1079, 1003, 830, 1003, 0.99298292, 76194, 983.2940079913569, 713.4588475141209, 1047.0980026637856, 713.4588475141209, 1047.0980026637856, 729.9176950282417, 983.2940079913569, 729.9176950282417, 0.948906, 3.8765773009129676, 1050.1402191052848, 0
834, 685, 1075, 685, 1075, 972, 834, 972, 0.96001738, 69167, 865.1119508489232, 702.3232833077199, 927.33585254677, 702.3232833077199, 927.33585254677, 719.6465666154397, 865.1119508489232, 719.6465666154397, 0.99481404, 3.5919231125266795, 1077.9222776235076, 0
834, 685, 1075, 685, 1075, 972, 834, 972, 0.96001738, 69167, 954.5, 702.3232833077199, 1016.7239016978466, 702.3232833077199, 1016.7239016978466, 719.6465666154397, 954.5, 719.6465666154397, 0.99481404, 3.5919231125266795, 1077.9222776235076, 0
834, 685, 1075, 685, 1075, 972, 834, 972, 0.96001738, 69167, 954.5, 731.0232833077199, 1016.7239016978466, 731.0232833077199, 1016.7239016978466, 748.3465666154398, 954.5, 748.3465666154398, 0.99481404, 3.5919231125266795, 1077.9222776235076, 0
834, 685, 1075, 685, 1075, 972, 834, 972, 0.96001738, 69167, 981.66414745323, 702.3232833077199, 1043.8880491510768, 702.3232833077199, 1043.8880491510768, 719.6465666154397, 981.66414745323, 719.6465666154397, 0.99481404, 3.5919231125266795, 1077.9222776235076, 0
844, 661, 1066, 661, 1066, 924, 844, 924, 0.99159306, 58386, 873.9764634928215, 677.6549407755956, 933.9293904784647, 677.6549407755956, 933.9293904784647, 694.3098815511912, 873.9764634928215, 694.3098815511912, 0.991335, 3.5997082063174792, 998.5124482694935, 0
844, 661, 1066, 661, 1066, 924, 844, 924, 0.99159306, 58386, 955.0, 677.6549407755956, 1014.9529269856431, 677.6549407755956, 1014.9529269856431, 694.3098815511912, 955.0, 694.3098815511912, 0.991335, 3.5997082063174792, 998.5124482694935, 0
844, 661, 1066, 661, 1066, 924, 844, 924, 0.99159306, 58386, 955.0, 703.9549407755956, 1014.9529269856431, 703.9549407755956, 1014.9529269856431, 720.6098815511912, 955.0, 720.6098815511912, 0.991335, 3.5997082063174792, 998.5124482694935, 0
844, 661, 1066, 661, 1066, 924, 844, 924, 0.99159306, 58386, 976.0706095215353, 677.6549407755956, 1036.0235365071785, 677.6549407755956, 1036.0235365071785, 694.3098815511912, 976.0706095215353, 694.3098815511912, 0.991335, 3.5997082063174792, 998.5124482694935, 0
845, 632, 1060, 632, 1060, 873, 845, 873, 0.96328193, 51815, 873.2950633896246, 648.059562943643, 929.885190168874, 648.059562943643, 929.885190168874, 664.1191258872859, 873.2950633896246, 664.1191258872859, 0.9958325, 3.523765059973194, 908.8127030000894, 0
845, 632, 1060, 632, 1060, 873, 845, 873, 0.96328193, 51815, 952.5, 648.059562943643, 1009.0901267792493, 648.059562943643, 1009.0901267792493, 664.1191258872859, 952.5, 664.1191258872859, 0.9958325, 3.523765059973194, 908.8127030000894, 0
